danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,song_popularity
0.664,0.586,0,-13.151,1,0.0385,0.221,2.93e-06,0.0896,0.458,94.106,audio_features,4o8T8Jtc0OwbSNiDd8YMtw,spotify:track:4o8T8Jtc0OwbSNiDd8YMtw,https://api.spotify.com/v1/tracks/4o8T8Jtc0OwbSNiDd8YMtw,https://api.spotify.com/v1/audio-analysis/4o8T8Jtc0OwbSNiDd8YMtw,246267,4,You Gotta Be,5
0.61,0.41,11,-9.215,0,0.0317,0.442,0.0,0.113,0.116,109.962,audio_features,1wyNvV8uXr35T8ChEypf8n,spotify:track:1wyNvV8uXr35T8ChEypf8n,https://api.spotify.com/v1/tracks/1wyNvV8uXr35T8ChEypf8n,https://api.spotify.com/v1/audio-analysis/1wyNvV8uXr35T8ChEypf8n,270605,4,Un-Break My Heart,0
0.849,0.399,1,-11.87,1,0.0625,0.249,5.99e-06,0.297,0.817,97.849,audio_features,3W6Izx2fotaoF3o0zJrggx,spotify:track:3W6Izx2fotaoF3o0zJrggx,https://api.spotify.com/v1/tracks/3W6Izx2fotaoF3o0zJrggx,https://api.spotify.com/v1/audio-analysis/3W6Izx2fotaoF3o0zJrggx,226467,4,What's Love Got To Do With It - 16 Bit 1994 Remastered Version,0
0.627,0.768,6,-7.775,1,0.0625,0.468,0.0,0.126,0.802,100.071,audio_features,5CNtRWCtAfWivjpjr8QdR2,spotify:track:5CNtRWCtAfWivjpjr8QdR2,https://api.spotify.com/v1/tracks/5CNtRWCtAfWivjpjr8QdR2,https://api.spotify.com/v1/audio-analysis/5CNtRWCtAfWivjpjr8QdR2,216693,4,I Wanna Be the Only One (feat. Bebe Winans),45
0.479,0.67,0,-10.476,1,0.045,0.609,0.0,0.336,0.926,92.1,audio_features,2LW29dEaw4EWNkHNzRma2O,spotify:track:2LW29dEaw4EWNkHNzRma2O,https://api.spotify.com/v1/tracks/2LW29dEaw4EWNkHNzRma2O,https://api.spotify.com/v1/audio-analysis/2LW29dEaw4EWNkHNzRma2O,119933,4,It's Not Unusual,0
0.524,0.348,4,-7.753,0,0.0244,0.538,0.0,0.34,0.402,78.991,audio_features,0JqEDWkdfKgrQWZ7dYLHP0,spotify:track:0JqEDWkdfKgrQWZ7dYLHP0,https://api.spotify.com/v1/tracks/0JqEDWkdfKgrQWZ7dYLHP0,https://api.spotify.com/v1/audio-analysis/0JqEDWkdfKgrQWZ7dYLHP0,235173,3,Eternal Flame,0
0.719,0.703,2,-6.743,1,0.0267,0.266,3.32e-05,0.141,0.88,121.471,audio_features,5adBzFBRTKjo3oHYMRE02g,spotify:track:5adBzFBRTKjo3oHYMRE02g,https://api.spotify.com/v1/tracks/5adBzFBRTKjo3oHYMRE02g,https://api.spotify.com/v1/audio-analysis/5adBzFBRTKjo3oHYMRE02g,184920,4,Manic Monday,31
0.535,0.951,7,-5.859,1,0.0373,0.0174,9.61e-06,0.345,0.444,120.72,audio_features,5Klo65Y9uouLjNVDV3pqh7,spotify:track:5Klo65Y9uouLjNVDV3pqh7,https://api.spotify.com/v1/tracks/5Klo65Y9uouLjNVDV3pqh7,https://api.spotify.com/v1/audio-analysis/5Klo65Y9uouLjNVDV3pqh7,304080,4,Go West - 2003 Remaster,67
0.512,0.933,9,-4.343,1,0.0504,0.177,0.00129,0.573,0.71,100.543,audio_features,2rgqPSIRAfaO2MGo9smdSX,spotify:track:2rgqPSIRAfaO2MGo9smdSX,https://api.spotify.com/v1/tracks/2rgqPSIRAfaO2MGo9smdSX,https://api.spotify.com/v1/audio-analysis/2rgqPSIRAfaO2MGo9smdSX,231093,4,Dancing Queen,0
0.739,0.737,6,-10.001,0,0.0312,0.0445,0.174,0.148,0.7,129.22,audio_features,3LyetI45on2w6hV1H3agi9,spotify:track:3LyetI45on2w6hV1H3agi9,https://api.spotify.com/v1/tracks/3LyetI45on2w6hV1H3agi9,https://api.spotify.com/v1/audio-analysis/3LyetI45on2w6hV1H3agi9,494467,4,"So Many Men, So Little Time",44
0.619,0.965,4,-5.656,1,0.0397,0.07,0.0,0.501,0.556,135.028,audio_features,3L7BBPLjw0z2wTQLaAl0TY,spotify:track:3L7BBPLjw0z2wTQLaAl0TY,https://api.spotify.com/v1/tracks/3L7BBPLjw0z2wTQLaAl0TY,https://api.spotify.com/v1/audio-analysis/3L7BBPLjw0z2wTQLaAl0TY,228020,4,Supertravesti,26
0.383,0.816,2,-5.722,1,0.0352,0.271,7.98e-05,0.106,0.73,190.052,audio_features,7ryorjLv0ReRSUmcwo659l,spotify:track:7ryorjLv0ReRSUmcwo659l,https://api.spotify.com/v1/tracks/7ryorjLv0ReRSUmcwo659l,https://api.spotify.com/v1/audio-analysis/7ryorjLv0ReRSUmcwo659l,270827,4,Un Día Perfecto,0
0.49,0.555,5,-8.406,1,0.033,0.571,0.0,0.843,0.102,145.468,audio_features,68RZ0w4gdgXVWKpooGcYWl,spotify:track:68RZ0w4gdgXVWKpooGcYWl,https://api.spotify.com/v1/tracks/68RZ0w4gdgXVWKpooGcYWl,https://api.spotify.com/v1/audio-analysis/68RZ0w4gdgXVWKpooGcYWl,284587,4,Mujer contra mujer,33
0.612,0.641,5,-12.626,0,0.0275,0.0166,0.0,0.208,0.564,137.026,audio_features,1dFonPa66sTiB1STtQagPE,spotify:track:1dFonPa66sTiB1STtQagPE,https://api.spotify.com/v1/tracks/1dFonPa66sTiB1STtQagPE,https://api.spotify.com/v1/audio-analysis/1dFonPa66sTiB1STtQagPE,320320,4,Its Raining Men (5:19),0
0.477,0.876,4,-4.947,0,0.112,0.242,2.16e-05,0.132,0.471,126.002,audio_features,5VFvgg0SYbHwq7bVGcGrhT,spotify:track:5VFvgg0SYbHwq7bVGcGrhT,https://api.spotify.com/v1/tracks/5VFvgg0SYbHwq7bVGcGrhT,https://api.spotify.com/v1/audio-analysis/5VFvgg0SYbHwq7bVGcGrhT,212773,4,Your Disco Needs You,25
0.847,0.761,0,-5.704,1,0.111,0.000976,0.00222,0.0579,0.928,119.975,audio_features,54tgHnYF8X1ItDfCE0woug,spotify:track:54tgHnYF8X1ItDfCE0woug,https://api.spotify.com/v1/tracks/54tgHnYF8X1ItDfCE0woug,https://api.spotify.com/v1/audio-analysis/54tgHnYF8X1ItDfCE0woug,230335,4,¿Quién es ese hombre?,0
0.385,0.395,7,-7.602,1,0.0313,0.58,6.31e-05,0.159,0.21,72.933,audio_features,0W1uTK6I97CbjFKAVtRGfK,spotify:track:0W1uTK6I97CbjFKAVtRGfK,https://api.spotify.com/v1/tracks/0W1uTK6I97CbjFKAVtRGfK,https://api.spotify.com/v1/audio-analysis/0W1uTK6I97CbjFKAVtRGfK,259213,4,Too Much Love Will Kill You - Remastered 2011,67
0.583,0.869,5,-6.931,1,0.0287,0.0434,0.0273,0.286,0.836,132.172,audio_features,0u6CqsKqlArqFuMVKREXp9,spotify:track:0u6CqsKqlArqFuMVKREXp9,https://api.spotify.com/v1/tracks/0u6CqsKqlArqFuMVKREXp9,https://api.spotify.com/v1/audio-analysis/0u6CqsKqlArqFuMVKREXp9,285986,4,Never Can Say Goodbye,0
0.708,0.928,9,-5.147,0,0.0733,0.00247,0.0,0.133,0.83,132.921,audio_features,3BhDQHirMF4Ea0CIZ7iPnw,spotify:track:3BhDQHirMF4Ea0CIZ7iPnw,https://api.spotify.com/v1/tracks/3BhDQHirMF4Ea0CIZ7iPnw,https://api.spotify.com/v1/audio-analysis/3BhDQHirMF4Ea0CIZ7iPnw,250575,4,Superdotada,4
0.545,0.917,11,-7.359,1,0.042,0.0324,0.835,0.678,0.74,168.957,audio_features,1In4fR5estrINwuFvta1Ph,spotify:track:1In4fR5estrINwuFvta1Ph,https://api.spotify.com/v1/tracks/1In4fR5estrINwuFvta1Ph,https://api.spotify.com/v1/audio-analysis/1In4fR5estrINwuFvta1Ph,182877,4,He vuelto,0
0.726,0.958,1,-4.616,0,0.055,0.015,1.52e-05,0.0855,0.964,130.983,audio_features,0FJcD1ETSPVxMYxfsQejif,spotify:track:0FJcD1ETSPVxMYxfsQejif,https://api.spotify.com/v1/tracks/0FJcD1ETSPVxMYxfsQejif,https://api.spotify.com/v1/audio-analysis/0FJcD1ETSPVxMYxfsQejif,248200,4,Diferentes,0
0.719,0.936,11,-6.097,0,0.0359,0.000818,0.000434,0.208,0.966,122.981,audio_features,4b2EcRcCEr1ZinHyzztZ12,spotify:track:4b2EcRcCEr1ZinHyzztZ12,https://api.spotify.com/v1/tracks/4b2EcRcCEr1ZinHyzztZ12,https://api.spotify.com/v1/audio-analysis/4b2EcRcCEr1ZinHyzztZ12,202133,4,G.A.Y.,11
0.56,0.652,7,-10.022,1,0.0287,0.0403,0.0,0.115,0.62,116.01,audio_features,4oMsNztMMPsilrZOcXWf7G,spotify:track:4oMsNztMMPsilrZOcXWf7G,https://api.spotify.com/v1/tracks/4oMsNztMMPsilrZOcXWf7G,https://api.spotify.com/v1/audio-analysis/4oMsNztMMPsilrZOcXWf7G,266333,4,Big Gay Heart,0
0.47,0.941,0,-4.503,1,0.0379,0.517,2.65e-06,0.11,0.781,126.931,audio_features,6h0JclBmNRcuzFWMJPzOfu,spotify:track:6h0JclBmNRcuzFWMJPzOfu,https://api.spotify.com/v1/tracks/6h0JclBmNRcuzFWMJPzOfu,https://api.spotify.com/v1/audio-analysis/6h0JclBmNRcuzFWMJPzOfu,211360,4,Gay Human Bones,0
0.467,0.828,5,-8.906,0,0.948,0.718,0.0,0.935,0.446,176.54,audio_features,42tvGqpStc0Z2gq7xJhVPU,spotify:track:42tvGqpStc0Z2gq7xJhVPU,https://api.spotify.com/v1/tracks/42tvGqpStc0Z2gq7xJhVPU,https://api.spotify.com/v1/audio-analysis/42tvGqpStc0Z2gq7xJhVPU,37507,3,Gay,0
0.529,0.677,2,-6.892,1,0.041,0.183,0.0,0.141,0.674,175.107,audio_features,4kZtnEKPnx2a0EvWsQLCo1,spotify:track:4kZtnEKPnx2a0EvWsQLCo1,https://api.spotify.com/v1/tracks/4kZtnEKPnx2a0EvWsQLCo1,https://api.spotify.com/v1/audio-analysis/4kZtnEKPnx2a0EvWsQLCo1,244307,4,Gay Pirates,0
0.665,0.961,10,-3.778,0,0.113,0.000873,0.0,0.295,0.62,136.933,audio_features,70YwAaszGNbbuSzqRWnBLq,spotify:track:70YwAaszGNbbuSzqRWnBLq,https://api.spotify.com/v1/tracks/70YwAaszGNbbuSzqRWnBLq,https://api.spotify.com/v1/audio-analysis/70YwAaszGNbbuSzqRWnBLq,211627,4,Travesti Cubano,0
0.728,0.685,10,-5.744,1,0.0482,0.257,4.52e-05,0.239,0.958,77.521,audio_features,2WbWdSO8RJOGKwrlBYfNGA,spotify:track:2WbWdSO8RJOGKwrlBYfNGA,https://api.spotify.com/v1/tracks/2WbWdSO8RJOGKwrlBYfNGA,https://api.spotify.com/v1/audio-analysis/2WbWdSO8RJOGKwrlBYfNGA,197267,4,El Travesti,0
0.789,0.922,6,-10.493,1,0.0536,0.00286,0.169,0.0308,0.993,139.188,audio_features,24V2HxXY0yM0lpcpSBYnUU,spotify:track:24V2HxXY0yM0lpcpSBYnUU,https://api.spotify.com/v1/tracks/24V2HxXY0yM0lpcpSBYnUU,https://api.spotify.com/v1/audio-analysis/24V2HxXY0yM0lpcpSBYnUU,243095,4,Boom Boom Boom Boom - As originally performed by Venga Boys,0
0.675,0.705,7,-5.724,1,0.0319,0.282,0.000114,0.287,0.848,136.028,audio_features,6cEZ1PVRi5BWDcB38skrzs,spotify:track:6cEZ1PVRi5BWDcB38skrzs,https://api.spotify.com/v1/tracks/6cEZ1PVRi5BWDcB38skrzs,https://api.spotify.com/v1/audio-analysis/6cEZ1PVRi5BWDcB38skrzs,238067,4,El día de Año Nuevo,19
0.749,0.404,0,-13.184,1,0.361,0.355,0.0122,0.352,0.798,179.564,audio_features,1QjuFIGBXNCWiB66jAyHpf,spotify:track:1QjuFIGBXNCWiB66jAyHpf,https://api.spotify.com/v1/tracks/1QjuFIGBXNCWiB66jAyHpf,https://api.spotify.com/v1/audio-analysis/1QjuFIGBXNCWiB66jAyHpf,230040,4,Padre,13
0.581,0.34,1,-9.769,1,0.0546,0.709,0.0,0.0813,0.531,141.218,audio_features,3UpPZWFLY21eV6LEmhhq84,spotify:track:3UpPZWFLY21eV6LEmhhq84,https://api.spotify.com/v1/tracks/3UpPZWFLY21eV6LEmhhq84,https://api.spotify.com/v1/audio-analysis/3UpPZWFLY21eV6LEmhhq84,171096,3,María y Amaranta,0
0.434,0.867,0,-5.618,1,0.173,0.0654,0.000779,0.307,0.199,151.689,audio_features,31s2aieXaG7OdTwj4COtmJ,spotify:track:31s2aieXaG7OdTwj4COtmJ,https://api.spotify.com/v1/tracks/31s2aieXaG7OdTwj4COtmJ,https://api.spotify.com/v1/audio-analysis/31s2aieXaG7OdTwj4COtmJ,447495,4,El Que Quiera Entender Que Entienda,57
0.8,0.833,9,-8.22,1,0.0337,0.113,0.0,0.0441,0.942,122.011,audio_features,0NrSdLAznPbSIZ2noWAQBo,spotify:track:0NrSdLAznPbSIZ2noWAQBo,https://api.spotify.com/v1/tracks/0NrSdLAznPbSIZ2noWAQBo,https://api.spotify.com/v1/audio-analysis/0NrSdLAznPbSIZ2noWAQBo,262333,4,Juan el Golosina,33
0.552,0.859,1,-4.693,0,0.0416,0.191,0.000148,0.0614,0.687,112.8,audio_features,3eQwjuu5yQ0Alg2aLhrxMW,spotify:track:3eQwjuu5yQ0Alg2aLhrxMW,https://api.spotify.com/v1/tracks/3eQwjuu5yQ0Alg2aLhrxMW,https://api.spotify.com/v1/audio-analysis/3eQwjuu5yQ0Alg2aLhrxMW,249907,4,Manuel Raquel,43
0.833,0.624,2,-17.01,1,0.0662,0.131,0.00249,0.157,0.792,133.501,audio_features,0gZRIHHZuXNpnxega9WrXM,spotify:track:0gZRIHHZuXNpnxega9WrXM,https://api.spotify.com/v1/tracks/0gZRIHHZuXNpnxega9WrXM,https://api.spotify.com/v1/audio-analysis/0gZRIHHZuXNpnxega9WrXM,337080,4,Juana la Loca,39
0.81,0.789,1,-6.374,0,0.0396,0.167,0.0,0.225,0.948,125.992,audio_features,5DtSefgt9JDstliKIq69YZ,spotify:track:5DtSefgt9JDstliKIq69YZ,https://api.spotify.com/v1/tracks/5DtSefgt9JDstliKIq69YZ,https://api.spotify.com/v1/audio-analysis/5DtSefgt9JDstliKIq69YZ,222707,4,Ardiendo,24
0.73,0.845,0,-5.79,0,0.0885,0.0238,1.85e-05,0.832,0.733,127.971,audio_features,2AEKaEz7oplDtFxkEiCdGJ,spotify:track:2AEKaEz7oplDtFxkEiCdGJ,https://api.spotify.com/v1/tracks/2AEKaEz7oplDtFxkEiCdGJ,https://api.spotify.com/v1/audio-analysis/2AEKaEz7oplDtFxkEiCdGJ,219773,4,Una Noche de Amor,3
0.806,0.745,5,-6.435,0,0.093,0.0672,0.0,0.313,0.749,128.997,audio_features,4kAn4oYdoco39jnZVV6kTy,spotify:track:4kAn4oYdoco39jnZVV6kTy,https://api.spotify.com/v1/tracks/4kAn4oYdoco39jnZVV6kTy,https://api.spotify.com/v1/audio-analysis/4kAn4oYdoco39jnZVV6kTy,203680,4,Llora,7
0.826,0.894,9,-4.523,0,0.157,0.111,0.0,0.0872,0.801,129.194,audio_features,2vw9RKK3s9mcRlKS6b2ALe,spotify:track:2vw9RKK3s9mcRlKS6b2ALe,https://api.spotify.com/v1/tracks/2vw9RKK3s9mcRlKS6b2ALe,https://api.spotify.com/v1/audio-analysis/2vw9RKK3s9mcRlKS6b2ALe,185707,4,Amor a la Deriva,6
0.798,0.735,5,-8.221,0,0.0557,0.0472,1.67e-06,0.0681,0.679,132.095,audio_features,4CEYj96OYSQq6wgmok2nkC,spotify:track:4CEYj96OYSQq6wgmok2nkC,https://api.spotify.com/v1/tracks/4CEYj96OYSQq6wgmok2nkC,https://api.spotify.com/v1/audio-analysis/4CEYj96OYSQq6wgmok2nkC,220720,4,Lagrimas de Cristal,6
0.809,0.874,11,-8.626,0,0.0776,0.0336,0.00254,0.124,0.808,121.995,audio_features,7eRohm1LYqJ7OoIAoRktp8,spotify:track:7eRohm1LYqJ7OoIAoRktp8,https://api.spotify.com/v1/tracks/7eRohm1LYqJ7OoIAoRktp8,https://api.spotify.com/v1/audio-analysis/7eRohm1LYqJ7OoIAoRktp8,234747,4,Piel Canela,3
0.599,0.718,10,-6.392,1,0.0288,0.000324,6.86e-05,0.194,0.777,126.005,audio_features,3kKZjk2p2j3O7iARjoxeam,spotify:track:3kKZjk2p2j3O7iARjoxeam,https://api.spotify.com/v1/tracks/3kKZjk2p2j3O7iARjoxeam,https://api.spotify.com/v1/audio-analysis/3kKZjk2p2j3O7iARjoxeam,281187,4,Baloncesto,42
0.725,0.86,4,-7.237,1,0.0327,0.00931,4.26e-05,0.258,0.964,127.017,audio_features,2BzALeZ2I6qNqGI3AQACeC,spotify:track:2BzALeZ2I6qNqGI3AQACeC,https://api.spotify.com/v1/tracks/2BzALeZ2I6qNqGI3AQACeC,https://api.spotify.com/v1/audio-analysis/2BzALeZ2I6qNqGI3AQACeC,179275,4,Flash,0
0.673,0.815,8,-6.282,1,0.0276,0.000987,7.54e-05,0.152,0.687,127.982,audio_features,0Xdl0jrz1SjC9888eNeHh4,spotify:track:0Xdl0jrz1SjC9888eNeHh4,https://api.spotify.com/v1/tracks/0Xdl0jrz1SjC9888eNeHh4,https://api.spotify.com/v1/audio-analysis/0Xdl0jrz1SjC9888eNeHh4,198693,4,Ganas de Matar,36
0.649,0.803,4,-5.282,1,0.0328,0.00218,1.85e-06,0.138,0.85,127.982,audio_features,3eq5YGGu4rAoQI6jY4HF6m,spotify:track:3eq5YGGu4rAoQI6jY4HF6m,https://api.spotify.com/v1/tracks/3eq5YGGu4rAoQI6jY4HF6m,https://api.spotify.com/v1/audio-analysis/3eq5YGGu4rAoQI6jY4HF6m,203267,4,Eres Tan Travesti,38
0.66,0.834,6,-6.025,1,0.0264,0.00746,0.0,0.392,0.669,128.002,audio_features,5wWuoV5L8l66zY6C5r4KPQ,spotify:track:5wWuoV5L8l66zY6C5r4KPQ,https://api.spotify.com/v1/tracks/5wWuoV5L8l66zY6C5r4KPQ,https://api.spotify.com/v1/audio-analysis/5wWuoV5L8l66zY6C5r4KPQ,293227,4,La Colina Luminosa,24
0.57,0.955,4,-4.566,1,0.0999,0.0193,0.0,0.124,0.689,127.015,audio_features,6iPGstJkkXvcEYHcJQqF1U,spotify:track:6iPGstJkkXvcEYHcJQqF1U,https://api.spotify.com/v1/tracks/6iPGstJkkXvcEYHcJQqF1U,https://api.spotify.com/v1/audio-analysis/6iPGstJkkXvcEYHcJQqF1U,274520,4,Cuando Dos Electrones Chocan,0
0.59,0.845,11,-6.067,1,0.0258,0.00148,0.000588,0.127,0.474,127.997,audio_features,5nHWmKXORo1RwWxJc3Q4Ds,spotify:track:5nHWmKXORo1RwWxJc3Q4Ds,https://api.spotify.com/v1/tracks/5nHWmKXORo1RwWxJc3Q4Ds,https://api.spotify.com/v1/audio-analysis/5nHWmKXORo1RwWxJc3Q4Ds,241587,4,La Pubblicità,18
0.845,0.779,6,-8.688,0,0.0895,0.00483,0.00118,0.0476,0.639,129.995,audio_features,3b73upUhMKQTZry4lEnDi4,spotify:track:3b73upUhMKQTZry4lEnDi4,https://api.spotify.com/v1/tracks/3b73upUhMKQTZry4lEnDi4,https://api.spotify.com/v1/audio-analysis/3b73upUhMKQTZry4lEnDi4,196696,4,Macedonia,0
0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992,audio_features,44XBLYMVEt5vJcb5qXfQ7V,spotify:track:44XBLYMVEt5vJcb5qXfQ7V,https://api.spotify.com/v1/tracks/44XBLYMVEt5vJcb5qXfQ7V,https://api.spotify.com/v1/audio-analysis/44XBLYMVEt5vJcb5qXfQ7V,274213,4,Alejandro,0
0.851,0.806,4,-4.618,1,0.0788,0.12,1.39e-06,0.122,0.775,119.002,audio_features,0le79px2kIBXQDxUe8ZUGP,spotify:track:0le79px2kIBXQDxUe8ZUGP,https://api.spotify.com/v1/tracks/0le79px2kIBXQDxUe8ZUGP,https://api.spotify.com/v1/audio-analysis/0le79px2kIBXQDxUe8ZUGP,237200,4,Poker Face,0
0.823,0.74,1,-4.545,0,0.0313,0.026,5.09e-05,0.181,0.734,118.993,audio_features,6DWtUxZkGjwSmlWXE9JYkT,spotify:track:6DWtUxZkGjwSmlWXE9JYkT,https://api.spotify.com/v1/tracks/6DWtUxZkGjwSmlWXE9JYkT,https://api.spotify.com/v1/audio-analysis/6DWtUxZkGjwSmlWXE9JYkT,241933,4,Just Dance,0
0.778,0.845,5,-3.958,0,0.117,0.0253,0.0215,0.227,0.918,143.025,audio_features,4VWvhAyaJ86K2Bq4YZwIVu,spotify:track:4VWvhAyaJ86K2Bq4YZwIVu,https://api.spotify.com/v1/tracks/4VWvhAyaJ86K2Bq4YZwIVu,https://api.spotify.com/v1/audio-analysis/4VWvhAyaJ86K2Bq4YZwIVu,198800,4,Toxic,0
0.769,0.638,11,-5.054,1,0.216,0.0902,0.0,0.0857,0.782,115.007,audio_features,6jaHYV4no6PAbyo89bybrx,spotify:track:6jaHYV4no6PAbyo89bybrx,https://api.spotify.com/v1/tracks/6jaHYV4no6PAbyo89bybrx,https://api.spotify.com/v1/audio-analysis/6jaHYV4no6PAbyo89bybrx,212107,4,Piece of Me,0
0.728,0.703,11,-5.319,0,0.0366,0.056,1.03e-06,0.293,0.855,128.835,audio_features,7tGMTaKoxBaDHx9qLRzQZp,spotify:track:7tGMTaKoxBaDHx9qLRzQZp,https://api.spotify.com/v1/tracks/7tGMTaKoxBaDHx9qLRzQZp,https://api.spotify.com/v1/audio-analysis/7tGMTaKoxBaDHx9qLRzQZp,234987,4,Celebration (feat. Akon),20
0.736,0.847,10,-4.637,0,0.0549,0.0189,0.105,0.0951,0.738,123.952,audio_features,5VcSCItOla8P0lXOOZS5KS,spotify:track:5VcSCItOla8P0lXOOZS5KS,https://api.spotify.com/v1/tracks/5VcSCItOla8P0lXOOZS5KS,https://api.spotify.com/v1/audio-analysis/5VcSCItOla8P0lXOOZS5KS,220280,4,Revolver (feat. Lil Wayne),42
0.675,0.702,0,-6.163,1,0.0388,0.000428,0.224,0.0942,0.613,131.175,audio_features,1JQDtX75v1RMH075YPBXz6,spotify:track:1JQDtX75v1RMH075YPBXz6,https://api.spotify.com/v1/tracks/1JQDtX75v1RMH075YPBXz6,https://api.spotify.com/v1/audio-analysis/1JQDtX75v1RMH075YPBXz6,414554,4,Rocket - Tiësto Remix,0
0.586,0.945,9,-5.635,0,0.0589,0.000297,0.411,0.0248,0.563,130.003,audio_features,2Zo6Bs9zlQqH61oishnkmL,spotify:track:2Zo6Bs9zlQqH61oishnkmL,https://api.spotify.com/v1/tracks/2Zo6Bs9zlQqH61oishnkmL,https://api.spotify.com/v1/audio-analysis/2Zo6Bs9zlQqH61oishnkmL,308806,4,Millenium - Feat. Rebeka Brown,0
0.769,0.936,9,-4.777,0,0.0728,0.0612,0.0052,0.186,0.651,127.998,audio_features,09GEt9gjKjVdk8tKcxtu8b,spotify:track:09GEt9gjKjVdk8tKcxtu8b,https://api.spotify.com/v1/tracks/09GEt9gjKjVdk8tKcxtu8b,https://api.spotify.com/v1/audio-analysis/09GEt9gjKjVdk8tKcxtu8b,166600,4,Let The Bass Kick Miami Bitch,0
0.822,0.969,7,-11.471,0,0.0582,0.259,0.000162,0.39,0.765,128.007,audio_features,5FgtdSf7I5lClThz2ptWvl,spotify:track:5FgtdSf7I5lClThz2ptWvl,https://api.spotify.com/v1/tracks/5FgtdSf7I5lClThz2ptWvl,https://api.spotify.com/v1/audio-analysis/5FgtdSf7I5lClThz2ptWvl,283748,4,Blue (Da Ba Dee),0
0.683,0.874,5,-8.571,0,0.0328,0.000289,0.7,0.126,0.779,127.816,audio_features,7xU9uM4i2fCAz6kpLQzNF9,spotify:track:7xU9uM4i2fCAz6kpLQzNF9,https://api.spotify.com/v1/tracks/7xU9uM4i2fCAz6kpLQzNF9,https://api.spotify.com/v1/audio-analysis/7xU9uM4i2fCAz6kpLQzNF9,262493,4,The Rhythm Of The Night,0
0.683,0.79,5,-7.338,0,0.0294,0.000412,0.0468,0.0626,0.688,128.998,audio_features,0MSXq28TG22TWLOaBSffLG,spotify:track:0MSXq28TG22TWLOaBSffLG,https://api.spotify.com/v1/tracks/0MSXq28TG22TWLOaBSffLG,https://api.spotify.com/v1/audio-analysis/0MSXq28TG22TWLOaBSffLG,204707,4,Come Into My Life - Molella & Phil Jay edit,0
0.606,0.831,0,-9.149,1,0.0837,0.0182,0.0,0.331,0.309,124.987,audio_features,42h5Cs0FymNv487JVQpqVS,spotify:track:42h5Cs0FymNv487JVQpqVS,https://api.spotify.com/v1/tracks/42h5Cs0FymNv487JVQpqVS,https://api.spotify.com/v1/audio-analysis/42h5Cs0FymNv487JVQpqVS,256305,4,Losing My Religion (Originally Performed by R.E.M.),2
0.643,0.904,0,-3.062,1,0.0968,0.00587,0.0,0.463,0.541,140.067,audio_features,3NCs8F11FRiIQfxZl519KP,spotify:track:3NCs8F11FRiIQfxZl519KP,https://api.spotify.com/v1/tracks/3NCs8F11FRiIQfxZl519KP,https://api.spotify.com/v1/audio-analysis/3NCs8F11FRiIQfxZl519KP,210200,4,Despre Tine (Remix Version),16
0.629,0.961,7,-5.802,0,0.0365,0.0157,0.0054,0.316,0.946,130.025,audio_features,3WsRyX5AKHdvRnVA3upt6W,spotify:track:3WsRyX5AKHdvRnVA3upt6W,https://api.spotify.com/v1/tracks/3WsRyX5AKHdvRnVA3upt6W,https://api.spotify.com/v1/audio-analysis/3WsRyX5AKHdvRnVA3upt6W,256707,4,Psicofonía - Remix Edit,0
0.763,0.665,6,-7.623,0,0.0559,0.308,5.86e-05,0.0803,0.636,120.055,audio_features,4pGnlW4Kwy4gKvVkbQ5Ht6,spotify:track:4pGnlW4Kwy4gKvVkbQ5Ht6,https://api.spotify.com/v1/tracks/4pGnlW4Kwy4gKvVkbQ5Ht6,https://api.spotify.com/v1/audio-analysis/4pGnlW4Kwy4gKvVkbQ5Ht6,207600,4,Spinning Around,28
0.704,0.631,9,-12.299,0,0.0398,0.0346,0.0,0.159,0.793,123.286,audio_features,2DX0WG5OGLQLaXb41Cq1IA,spotify:track:2DX0WG5OGLQLaXb41Cq1IA,https://api.spotify.com/v1/tracks/2DX0WG5OGLQLaXb41Cq1IA,https://api.spotify.com/v1/audio-analysis/2DX0WG5OGLQLaXb41Cq1IA,295667,4,I Will Survive - Remastered,52
0.702,0.784,0,-8.484,1,0.0349,0.144,0.00134,0.0953,0.488,127.998,audio_features,648Myn15scOB98wpZ9jd3c,spotify:track:648Myn15scOB98wpZ9jd3c,https://api.spotify.com/v1/tracks/648Myn15scOB98wpZ9jd3c,https://api.spotify.com/v1/audio-analysis/648Myn15scOB98wpZ9jd3c,229760,4,El cielo no entiende,56
0.705,0.948,11,-3.357,0,0.102,0.107,0.0,0.3,0.661,97.058,audio_features,022UOn0lZLcHnedLBL6x1q,spotify:track:022UOn0lZLcHnedLBL6x1q,https://api.spotify.com/v1/tracks/022UOn0lZLcHnedLBL6x1q,https://api.spotify.com/v1/audio-analysis/022UOn0lZLcHnedLBL6x1q,225733,4,Que El Ritmo No Pare,0
