danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,song_popularity
0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,127.962,audio_features,5RwV8BvLfX5injfqYodke9,spotify:track:5RwV8BvLfX5injfqYodke9,https://api.spotify.com/v1/tracks/5RwV8BvLfX5injfqYodke9,https://api.spotify.com/v1/audio-analysis/5RwV8BvLfX5injfqYodke9,199604,4,Todo De Ti,3
0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,audio_features,1q0PYXTbDsirp2l74ng6pn,spotify:track:1q0PYXTbDsirp2l74ng6pn,https://api.spotify.com/v1/tracks/1q0PYXTbDsirp2l74ng6pn,https://api.spotify.com/v1/audio-analysis/1q0PYXTbDsirp2l74ng6pn,130667,4,In Da Getto,73
0.738,0.85,8,-3.049,1,0.0642,0.105,0.0,0.23,0.865,98.013,audio_features,4Lt6GXGzYsa1tgkv3nGSTm,spotify:track:4Lt6GXGzYsa1tgkv3nGSTm,https://api.spotify.com/v1/tracks/4Lt6GXGzYsa1tgkv3nGSTm,https://api.spotify.com/v1/audio-analysis/4Lt6GXGzYsa1tgkv3nGSTm,192921,4,Love Not War (The Tampa Beat),71
0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,audio_features,1KixkQVDUHggZMU9dUobgm,spotify:track:1KixkQVDUHggZMU9dUobgm,https://api.spotify.com/v1/tracks/1KixkQVDUHggZMU9dUobgm,https://api.spotify.com/v1/audio-analysis/1KixkQVDUHggZMU9dUobgm,174760,4,My Head & My Heart,79
0.697,0.908,6,-4.816,1,0.0278,0.137,0.000773,0.292,0.698,124.961,audio_features,1opwgKhF0hFFL5Hqb5lA8s,spotify:track:1opwgKhF0hFFL5Hqb5lA8s,https://api.spotify.com/v1/tracks/1opwgKhF0hFFL5Hqb5lA8s,https://api.spotify.com/v1/audio-analysis/1opwgKhF0hFFL5Hqb5lA8s,148320,4,Double Trouble - Tiësto's Euro 90s Tribute Remix,48
0.578,0.914,5,-3.674,1,0.0871,0.0403,0.011,0.0202,0.463,140.006,audio_features,1IhYLnsh2o7LkFXei5IJ4w,spotify:track:1IhYLnsh2o7LkFXei5IJ4w,https://api.spotify.com/v1/tracks/1IhYLnsh2o7LkFXei5IJ4w,https://api.spotify.com/v1/audio-analysis/1IhYLnsh2o7LkFXei5IJ4w,167168,4,Lion Of Love,47
0.656,0.838,1,-3.904,1,0.0387,0.604,0.0,0.0508,0.954,143.061,audio_features,4QWRvlXU8dRUobH9YCDrIY,spotify:track:4QWRvlXU8dRUobH9YCDrIY,https://api.spotify.com/v1/tracks/4QWRvlXU8dRUobH9YCDrIY,https://api.spotify.com/v1/audio-analysis/4QWRvlXU8dRUobH9YCDrIY,97897,4,Jaja Ding Dong,54
0.571,0.685,6,-4.85,1,0.0477,0.0508,0.0,0.219,0.58,128.008,audio_features,2BImG5CkFgk3Kh0bLR53G6,spotify:track:2BImG5CkFgk3Kh0bLR53G6,https://api.spotify.com/v1/tracks/2BImG5CkFgk3Kh0bLR53G6,https://api.spotify.com/v1/audio-analysis/2BImG5CkFgk3Kh0bLR53G6,187899,4,Song-A-Long / Believe / Ray Of Light / Waterloo / Ne Partez pas Sans Moi / I Gotta Feeling,51
0.509,0.46,6,-8.474,1,0.0335,0.523,0.0,0.112,0.291,133.016,audio_features,6ofMKJjMpfDEb48JYEAgjX,spotify:track:6ofMKJjMpfDEb48JYEAgjX,https://api.spotify.com/v1/tracks/6ofMKJjMpfDEb48JYEAgjX,https://api.spotify.com/v1/audio-analysis/6ofMKJjMpfDEb48JYEAgjX,202286,4,Husavik (My Hometown),61
0.697,0.78,1,-3.328,1,0.0509,0.479,0.0,0.0892,0.368,124.881,audio_features,6VUMlHTs06O4tvQTpuboVR,spotify:track:6VUMlHTs06O4tvQTpuboVR,https://api.spotify.com/v1/tracks/6VUMlHTs06O4tvQTpuboVR,https://api.spotify.com/v1/audio-analysis/6VUMlHTs06O4tvQTpuboVR,174351,4,Double Trouble - Film Version,53
0.324,0.263,2,-12.394,1,0.0322,0.602,0.919,0.15,0.118,97.208,audio_features,66yN4RkVWBe8uSumrkBgUC,spotify:track:66yN4RkVWBe8uSumrkBgUC,https://api.spotify.com/v1/tracks/66yN4RkVWBe8uSumrkBgUC,https://api.spotify.com/v1/audio-analysis/66yN4RkVWBe8uSumrkBgUC,379759,3,Eurovision Suite,37
0.839,0.737,0,-5.21,1,0.059,0.00638,8.14e-06,0.0678,0.688,123.07,audio_features,3lpfDtmT6KVTXN0Y3Pp2tc,spotify:track:3lpfDtmT6KVTXN0Y3Pp2tc,https://api.spotify.com/v1/tracks/3lpfDtmT6KVTXN0Y3Pp2tc,https://api.spotify.com/v1/audio-analysis/3lpfDtmT6KVTXN0Y3Pp2tc,157015,4,Ich brauch dich nicht,45
0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,audio_features,24Yi9hE78yPEbZ4kxyoXAI,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,https://api.spotify.com/v1/tracks/24Yi9hE78yPEbZ4kxyoXAI,https://api.spotify.com/v1/audio-analysis/24Yi9hE78yPEbZ4kxyoXAI,176840,4,Roses - Imanbek Remix,82
0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,audio_features,3hWfKBt3n7j1xqIy6LA5ve,spotify:track:3hWfKBt3n7j1xqIy6LA5ve,https://api.spotify.com/v1/tracks/3hWfKBt3n7j1xqIy6LA5ve,https://api.spotify.com/v1/audio-analysis/3hWfKBt3n7j1xqIy6LA5ve,198095,4,Astronomia,69
0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,audio_features,66W1rVTnEv86dIkFhoiElg,spotify:track:66W1rVTnEv86dIkFhoiElg,https://api.spotify.com/v1/tracks/66W1rVTnEv86dIkFhoiElg,https://api.spotify.com/v1/audio-analysis/66W1rVTnEv86dIkFhoiElg,176767,4,Secrets,73
0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,audio_features,7k4t7uLgtOxPwTpFmtJNTY,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,https://api.spotify.com/v1/tracks/7k4t7uLgtOxPwTpFmtJNTY,https://api.spotify.com/v1/audio-analysis/7k4t7uLgtOxPwTpFmtJNTY,200960,4,Tusa,79
0.682,0.7,6,-5.591,1,0.0397,0.406,0.0,0.174,0.637,120.03,audio_features,7C1trmcQQ5n5RNy4l6ziCv,spotify:track:7C1trmcQQ5n5RNy4l6ziCv,https://api.spotify.com/v1/tracks/7C1trmcQQ5n5RNy4l6ziCv,https://api.spotify.com/v1/audio-analysis/7C1trmcQQ5n5RNy4l6ziCv,186878,4,Some Say - Felix Jaehn Remix,73
0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,audio_features,1DFD5Fotzgn6yYXkYsKiGs,spotify:track:1DFD5Fotzgn6yYXkYsKiGs,https://api.spotify.com/v1/tracks/1DFD5Fotzgn6yYXkYsKiGs,https://api.spotify.com/v1/audio-analysis/1DFD5Fotzgn6yYXkYsKiGs,152913,4,Piece Of Your Heart,80
0.664,0.831,2,-4.472,0,0.0436,0.111,1.42e-06,0.0596,0.696,125.058,audio_features,2GdxQw8NwoeH8tKySg6nym,spotify:track:2GdxQw8NwoeH8tKySg6nym,https://api.spotify.com/v1/tracks/2GdxQw8NwoeH8tKySg6nym,https://api.spotify.com/v1/audio-analysis/2GdxQw8NwoeH8tKySg6nym,198006,4,Torn,1
0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,audio_features,6WrI0LAC5M1Rw2MnX2ZvEg,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290,4,Don't Start Now,80
0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,audio_features,2tnVG71enUj33Ic2nFN6kZ,spotify:track:2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/audio-analysis/2tnVG71enUj33Ic2nFN6kZ,157606,4,Ride It,83
0.825,0.841,0,-6.433,1,0.135,0.0906,0.00411,0.258,0.616,126.026,audio_features,1CW7tYkpJ95c7bQkRf6CcK,spotify:track:1CW7tYkpJ95c7bQkRf6CcK,https://api.spotify.com/v1/tracks/1CW7tYkpJ95c7bQkRf6CcK,https://api.spotify.com/v1/audio-analysis/1CW7tYkpJ95c7bQkRf6CcK,184582,4,I Wanna Dance,48
0.654,0.818,0,-6.27,0,0.0332,0.0187,0.103,0.0806,0.557,123.982,audio_features,5QYKmxfPsl69GgeZKDAVSx,spotify:track:5QYKmxfPsl69GgeZKDAVSx,https://api.spotify.com/v1/tracks/5QYKmxfPsl69GgeZKDAVSx,https://api.spotify.com/v1/audio-analysis/5QYKmxfPsl69GgeZKDAVSx,216442,4,House Arrest,60
0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,audio_features,017PF4Q3l4DBUiWoXk4OWT,spotify:track:017PF4Q3l4DBUiWoXk4OWT,https://api.spotify.com/v1/tracks/017PF4Q3l4DBUiWoXk4OWT,https://api.spotify.com/v1/audio-analysis/017PF4Q3l4DBUiWoXk4OWT,221820,4,Break My Heart,80
0.535,0.906,6,-4.699,0,0.0353,0.0202,0.000715,0.0886,0.732,126.012,audio_features,3GT2CBmJWIEdCpHiB31WYK,spotify:track:3GT2CBmJWIEdCpHiB31WYK,https://api.spotify.com/v1/tracks/3GT2CBmJWIEdCpHiB31WYK,https://api.spotify.com/v1/audio-analysis/3GT2CBmJWIEdCpHiB31WYK,178671,4,Never Be Alone (feat. Aloe Blacc),59
0.811,0.797,5,-5.428,1,0.165,0.0617,0.0,0.112,0.541,97.988,audio_features,7sKDftgGirHWTVFMtJoDoh,spotify:track:7sKDftgGirHWTVFMtJoDoh,https://api.spotify.com/v1/tracks/7sKDftgGirHWTVFMtJoDoh,https://api.spotify.com/v1/audio-analysis/7sKDftgGirHWTVFMtJoDoh,171133,4,Djadja,73
0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,audio_features,3MOECVkNshqHYTPt5DZcdN,spotify:track:3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/tracks/3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/audio-analysis/3MOECVkNshqHYTPt5DZcdN,211975,4,Five More Hours,75
0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,audio_features,22mek4IiqubGD9ctzxc69s,spotify:track:22mek4IiqubGD9ctzxc69s,https://api.spotify.com/v1/tracks/22mek4IiqubGD9ctzxc69s,https://api.spotify.com/v1/audio-analysis/22mek4IiqubGD9ctzxc69s,212640,4,How Deep Is Your Love,82
0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,audio_features,78qd8dvwea0Gosb6Fe6j3k,spotify:track:78qd8dvwea0Gosb6Fe6j3k,https://api.spotify.com/v1/tracks/78qd8dvwea0Gosb6Fe6j3k,https://api.spotify.com/v1/audio-analysis/78qd8dvwea0Gosb6Fe6j3k,134240,4,Boss Bitch,82
0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014,audio_features,0SqqAgdovOE24BzxIClpjw,spotify:track:0SqqAgdovOE24BzxIClpjw,https://api.spotify.com/v1/tracks/0SqqAgdovOE24BzxIClpjw,https://api.spotify.com/v1/audio-analysis/0SqqAgdovOE24BzxIClpjw,172127,4,Yo Perreo Sola,78
0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,audio_features,6cy3ki60hLwimwIje7tALf,spotify:track:6cy3ki60hLwimwIje7tALf,https://api.spotify.com/v1/tracks/6cy3ki60hLwimwIje7tALf,https://api.spotify.com/v1/audio-analysis/6cy3ki60hLwimwIje7tALf,221714,4,RITMO (Bad Boys For Life),76
0.764,0.856,4,-5.415,1,0.0659,0.00676,0.739,0.0606,0.748,125.0,audio_features,2SweUwDKRlXeCDyaJddhWJ,spotify:track:2SweUwDKRlXeCDyaJddhWJ,https://api.spotify.com/v1/tracks/2SweUwDKRlXeCDyaJddhWJ,https://api.spotify.com/v1/audio-analysis/2SweUwDKRlXeCDyaJddhWJ,180504,4,Wanna Go Dancin',60
0.76,0.964,2,-5.844,1,0.0577,0.00181,0.703,0.0975,0.643,125.003,audio_features,6ho0GyrWZN3mhi9zVRW7xi,spotify:track:6ho0GyrWZN3mhi9zVRW7xi,https://api.spotify.com/v1/tracks/6ho0GyrWZN3mhi9zVRW7xi,https://api.spotify.com/v1/audio-analysis/6ho0GyrWZN3mhi9zVRW7xi,248036,4,Losing It,77
0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,audio_features,4w8niZpiMy6qz1mntFA5uM,spotify:track:4w8niZpiMy6qz1mntFA5uM,https://api.spotify.com/v1/tracks/4w8niZpiMy6qz1mntFA5uM,https://api.spotify.com/v1/audio-analysis/4w8niZpiMy6qz1mntFA5uM,212500,4,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",80
0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.031,audio_features,0YammaEkYSeo9vQYZ1OwS6,spotify:track:0YammaEkYSeo9vQYZ1OwS6,https://api.spotify.com/v1/tracks/0YammaEkYSeo9vQYZ1OwS6,https://api.spotify.com/v1/audio-analysis/0YammaEkYSeo9vQYZ1OwS6,198947,4,Say My Name,75
0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,audio_features,6ocbgoVGwYJhOv1GgI9NsF,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,178627,4,7 rings,87
0.826,0.773,11,-4.218,0,0.0524,0.323,0.0,0.143,0.761,126.899,audio_features,5iwz1NiezX7WWjnCgY5TH4,spotify:track:5iwz1NiezX7WWjnCgY5TH4,https://api.spotify.com/v1/tracks/5iwz1NiezX7WWjnCgY5TH4,https://api.spotify.com/v1/audio-analysis/5iwz1NiezX7WWjnCgY5TH4,238200,4,Calma - Remix,77
0.683,0.691,8,-5.535,1,0.0432,0.243,0.0,0.14,0.732,179.91,audio_features,3umS4y3uQDkqekNjVpiRUs,spotify:track:3umS4y3uQDkqekNjVpiRUs,https://api.spotify.com/v1/tracks/3umS4y3uQDkqekNjVpiRUs,https://api.spotify.com/v1/audio-analysis/3umS4y3uQDkqekNjVpiRUs,219507,4,El Amante,73
0.832,0.608,6,-6.042,0,0.0385,0.282,0.0,0.0761,0.589,94.013,audio_features,5Fim1gaXBgsiFfsQAfQSDS,spotify:track:5Fim1gaXBgsiFfsQAfQSDS,https://api.spotify.com/v1/tracks/5Fim1gaXBgsiFfsQAfQSDS,https://api.spotify.com/v1/audio-analysis/5Fim1gaXBgsiFfsQAfQSDS,198707,4,Hasta el Amanecer,76
0.636,0.789,10,-4.905,0,0.0892,0.0834,0.000896,0.391,0.4,128.028,audio_features,6LUOMjoORvAkdhBYvESO46,spotify:track:6LUOMjoORvAkdhBYvESO46,https://api.spotify.com/v1/tracks/6LUOMjoORvAkdhBYvESO46,https://api.spotify.com/v1/audio-analysis/6LUOMjoORvAkdhBYvESO46,217907,4,Move Your Body - Alan Walker Remix,70
0.77,0.79,10,-5.453,0,0.0814,0.139,0.0,0.0829,0.872,93.97,audio_features,1PtL0YQRtq3qxDGUSwZPJ5,spotify:track:1PtL0YQRtq3qxDGUSwZPJ5,https://api.spotify.com/v1/tracks/1PtL0YQRtq3qxDGUSwZPJ5,https://api.spotify.com/v1/audio-analysis/1PtL0YQRtq3qxDGUSwZPJ5,195453,4,Travesuras,1
0.746,0.862,8,-6.11,1,0.0776,0.21,0.0363,0.225,0.604,122.011,audio_features,5mr06ofu0NYuw3XpiokMct,spotify:track:5mr06ofu0NYuw3XpiokMct,https://api.spotify.com/v1/tracks/5mr06ofu0NYuw3XpiokMct,https://api.spotify.com/v1/audio-analysis/5mr06ofu0NYuw3XpiokMct,246970,4,Fake ID,0
0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,audio_features,3KiCzO6XdIWcAtUZnjLIoX,spotify:track:3KiCzO6XdIWcAtUZnjLIoX,https://api.spotify.com/v1/tracks/3KiCzO6XdIWcAtUZnjLIoX,https://api.spotify.com/v1/audio-analysis/3KiCzO6XdIWcAtUZnjLIoX,288670,4,Dancing On My Own,55
0.752,0.774,8,-4.379,1,0.0532,0.142,8.3e-06,0.0993,0.625,113.935,audio_features,3abKAw6reL2U3vhAe98ZsY,spotify:track:3abKAw6reL2U3vhAe98ZsY,https://api.spotify.com/v1/tracks/3abKAw6reL2U3vhAe98ZsY,https://api.spotify.com/v1/audio-analysis/3abKAw6reL2U3vhAe98ZsY,181000,4,Issues - Alan Walker Remix,62
0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,audio_features,25sgk305KZfyuqVBQIahim,spotify:track:25sgk305KZfyuqVBQIahim,https://api.spotify.com/v1/tracks/25sgk305KZfyuqVBQIahim,https://api.spotify.com/v1/audio-analysis/25sgk305KZfyuqVBQIahim,187436,4,Sweet but Psycho,5
0.859,0.893,0,-6.279,1,0.0532,0.00418,0.000571,0.0831,0.955,153.978,audio_features,2m7KdMP9MYXDlUOWD90r2A,spotify:track:2m7KdMP9MYXDlUOWD90r2A,https://api.spotify.com/v1/tracks/2m7KdMP9MYXDlUOWD90r2A,https://api.spotify.com/v1/audio-analysis/2m7KdMP9MYXDlUOWD90r2A,166155,4,Macaulay Culkin,50
0.754,0.864,0,-7.154,1,0.0604,0.00689,0.0,0.0679,0.843,140.02,audio_features,09AitOsHz0VArhXmVOl4ip,spotify:track:09AitOsHz0VArhXmVOl4ip,https://api.spotify.com/v1/tracks/09AitOsHz0VArhXmVOl4ip,https://api.spotify.com/v1/audio-analysis/09AitOsHz0VArhXmVOl4ip,250411,4,KITT y los coches del pasado,50
0.704,0.643,1,-4.705,0,0.0903,0.00807,0.0,0.0895,0.806,176.038,audio_features,07L6tEZIfCX3GZAWCpGj0e,spotify:track:07L6tEZIfCX3GZAWCpGj0e,https://api.spotify.com/v1/tracks/07L6tEZIfCX3GZAWCpGj0e,https://api.spotify.com/v1/audio-analysis/07L6tEZIfCX3GZAWCpGj0e,159188,4,22,7
0.753,0.905,3,-7.474,1,0.0659,0.0202,0.656,0.094,0.0964,119.986,audio_features,7MOTWBAHHzaEU31Bn7iXwQ,spotify:track:7MOTWBAHHzaEU31Bn7iXwQ,https://api.spotify.com/v1/tracks/7MOTWBAHHzaEU31Bn7iXwQ,https://api.spotify.com/v1/audio-analysis/7MOTWBAHHzaEU31Bn7iXwQ,232117,4,World Turns Grey (feat. Princess Chelsea),44
0.826,0.593,6,-6.401,0,0.0976,0.688,0.000161,0.17,0.541,98.083,audio_features,1rgnBhdG2JDFTbYkYRZAku,spotify:track:1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/tracks/1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/audio-analysis/1rgnBhdG2JDFTbYkYRZAku,209755,4,Dance Monkey,65
0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,audio_features,21jGcNKet2qwijlDFuPiPb,spotify:track:21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,215280,4,Circles,90
0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,audio_features,6v3KW9xbzN5yKLt9YKDYA2,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2,190800,4,Señorita,84
0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4,bad guy,86
0.843,0.39,2,-7.899,1,0.0846,0.178,0.0,0.137,0.495,129.972,audio_features,51Fjme0JiitpyXKuyQiCDo,spotify:track:51Fjme0JiitpyXKuyQiCDo,https://api.spotify.com/v1/tracks/51Fjme0JiitpyXKuyQiCDo,https://api.spotify.com/v1/audio-analysis/51Fjme0JiitpyXKuyQiCDo,160627,4,Lalala,77
0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,audio_features,1brwdYwjltrJo7WHpIvbYt,spotify:track:1brwdYwjltrJo7WHpIvbYt,https://api.spotify.com/v1/tracks/1brwdYwjltrJo7WHpIvbYt,https://api.spotify.com/v1/audio-analysis/1brwdYwjltrJo7WHpIvbYt,212627,4,Faded,3
0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,audio_features,3hB5DgAiMAQ4DzYbsMq1IT,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,https://api.spotify.com/v1/tracks/3hB5DgAiMAQ4DzYbsMq1IT,https://api.spotify.com/v1/audio-analysis/3hB5DgAiMAQ4DzYbsMq1IT,233720,4,Love Yourself,1
0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98.022,audio_features,0r4SsYcwvd8URat6AS2m6f,spotify:track:0r4SsYcwvd8URat6AS2m6f,https://api.spotify.com/v1/tracks/0r4SsYcwvd8URat6AS2m6f,https://api.spotify.com/v1/audio-analysis/0r4SsYcwvd8URat6AS2m6f,201122,4,Lush Life,1
0.459,0.587,9,-6.983,1,0.0785,0.453,0.0,0.307,0.581,113.901,audio_features,6OZh916QF8XNunWaP97WEZ,spotify:track:6OZh916QF8XNunWaP97WEZ,https://api.spotify.com/v1/tracks/6OZh916QF8XNunWaP97WEZ,https://api.spotify.com/v1/audio-analysis/6OZh916QF8XNunWaP97WEZ,212424,4,Fast Car,1
0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061,audio_features,53Y0kdCa1CZ9gRqEuknfwy,spotify:track:53Y0kdCa1CZ9gRqEuknfwy,https://api.spotify.com/v1/tracks/53Y0kdCa1CZ9gRqEuknfwy,https://api.spotify.com/v1/audio-analysis/53Y0kdCa1CZ9gRqEuknfwy,193333,4,Bang My Head (feat. Sia & Fetty Wap),62
0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,audio_features,27SdWb2rFzO6GWiYDBTD9j,spotify:track:27SdWb2rFzO6GWiYDBTD9j,https://api.spotify.com/v1/tracks/27SdWb2rFzO6GWiYDBTD9j,https://api.spotify.com/v1/audio-analysis/27SdWb2rFzO6GWiYDBTD9j,211667,4,Cheap Thrills,82
0.701,0.829,6,-5.749,0,0.0513,0.000483,0.00223,0.14,0.525,132.346,audio_features,1yzllWuQIJPOFVtn2pCoHL,spotify:track:1yzllWuQIJPOFVtn2pCoHL,https://api.spotify.com/v1/tracks/1yzllWuQIJPOFVtn2pCoHL,https://api.spotify.com/v1/audio-analysis/1yzllWuQIJPOFVtn2pCoHL,224200,4,The Sound Of San Francisco - Progressive Album Mix,0
0.555,0.96,10,-1.754,0,0.0355,8.63e-05,0.016,0.309,0.486,127.976,audio_features,1JQ7KYcgdsRJTVwkMqonjv,spotify:track:1JQ7KYcgdsRJTVwkMqonjv,https://api.spotify.com/v1/tracks/1JQ7KYcgdsRJTVwkMqonjv,https://api.spotify.com/v1/audio-analysis/1JQ7KYcgdsRJTVwkMqonjv,259160,4,Cities In Dust,0
0.74,0.847,2,-2.084,0,0.168,0.085,0.0,0.321,0.68,120.067,audio_features,3fVSUMkxJAQsEm3e3yXHAX,spotify:track:3fVSUMkxJAQsEm3e3yXHAX,https://api.spotify.com/v1/tracks/3fVSUMkxJAQsEm3e3yXHAX,https://api.spotify.com/v1/audio-analysis/3fVSUMkxJAQsEm3e3yXHAX,200040,4,TiK ToK,0
0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,audio_features,14iN3o8ptQ8cFVZTEmyQRV,spotify:track:14iN3o8ptQ8cFVZTEmyQRV,https://api.spotify.com/v1/tracks/14iN3o8ptQ8cFVZTEmyQRV,https://api.spotify.com/v1/audio-analysis/14iN3o8ptQ8cFVZTEmyQRV,179640,4,I Kissed A Girl,78
0.725,0.662,9,-5.068,1,0.0404,0.0144,0.0,0.0996,0.814,122.989,audio_features,33CB8obztQNidFDbO6Z1Wl,spotify:track:33CB8obztQNidFDbO6Z1Wl,https://api.spotify.com/v1/tracks/33CB8obztQNidFDbO6Z1Wl,https://api.spotify.com/v1/audio-analysis/33CB8obztQNidFDbO6Z1Wl,200813,4,Boys Boys Boys,49
0.702,0.839,7,-3.992,1,0.0439,8.1e-05,0.0,0.072,0.856,132.007,audio_features,0IZM2onaTBMRTEIcc5oIi9,spotify:track:0IZM2onaTBMRTEIcc5oIi9,https://api.spotify.com/v1/tracks/0IZM2onaTBMRTEIcc5oIi9,https://api.spotify.com/v1/audio-analysis/0IZM2onaTBMRTEIcc5oIi9,223227,4,Hot N Cold,50
0.63,0.763,1,-3.771,0,0.0311,0.024,0.000814,0.0847,0.178,128.964,audio_features,575xzhWsvMHOe8qtnKl4ej,spotify:track:575xzhWsvMHOe8qtnKl4ej,https://api.spotify.com/v1/tracks/575xzhWsvMHOe8qtnKl4ej,https://api.spotify.com/v1/audio-analysis/575xzhWsvMHOe8qtnKl4ej,238733,4,Celebration - Benny Benassi Remix Edit,43
0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,audio_features,1QV6tiMFM6fSOKOGLMHYYg,spotify:track:1QV6tiMFM6fSOKOGLMHYYg,https://api.spotify.com/v1/tracks/1QV6tiMFM6fSOKOGLMHYYg,https://api.spotify.com/v1/audio-analysis/1QV6tiMFM6fSOKOGLMHYYg,237200,4,Poker Face,84
0.894,0.678,6,-5.611,0,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,audio_features,0eH2eHURaXUP15D8gQlfjx,spotify:track:0eH2eHURaXUP15D8gQlfjx,https://api.spotify.com/v1/tracks/0eH2eHURaXUP15D8gQlfjx,https://api.spotify.com/v1/audio-analysis/0eH2eHURaXUP15D8gQlfjx,216333,4,LoveGame,75
0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,audio_features,4p3WcdhfXbDDX0fcxp0wr1,spotify:track:4p3WcdhfXbDDX0fcxp0wr1,https://api.spotify.com/v1/tracks/4p3WcdhfXbDDX0fcxp0wr1,https://api.spotify.com/v1/audio-analysis/4p3WcdhfXbDDX0fcxp0wr1,192360,4,Circus,0
